ISBN,title,author,year,total_ratings,average_rating
0380811898,A Penny Urned (Den of Antiquity),Tamar Myers,2000,6,7.33
3746618363,Solange du da bist.,Marc Levy,2002,6,7.33
2070419657,Soie,Alessandro Baricco,2001,6,7.33
0446611751,The Nine Month Plan,Wendy Markham,2003,6,7.33
0310252172,Rumors of Another World: What on Earth Are We Missing?,Philip Yancey,2003,6,7.33
0375758771,The Glass Palace: A Novel,Amitav Ghosh,2002,6,7.33
0446357448,Bloodline,Sidney Sheldon,1988,6,7.33
0345439244,Remembering Blue (Ballantine Reader's Circle),Connie May Fowler,2001,6,7.33
0140282777,Big Fish: A Novel of Mythic Proportions,Daniel Wallace,1999,6,7.33
0743457463,Irish Girls About Town: An Anthology of Short Stories,Maeve Binchy,2003,6,7.33
0670032808,The Good Wife Strikes Back,Elizabeth Buchan,2003,6,7.33
0836204158,It'S Obvious You Won'T Survive By Your Wits Alone,Scott Adams,1995,6,7.33
0553574027,Antarctica,KIM STANLEY ROBINSON,1999,6,7.33
0671646575,Heat and Dust,Ruth Prawer Jhabvala,1987,6,7.33
0684859726,Fatal Voyage : A Novel,Kathy Reichs,2001,6,7.33
1558747966,Chicken Soup for the Expectant Mother's Soul,Jack Canfield,2000,6,7.33
1931520003,Stranger Things Happen,Kelly Link,2001,6,7.33
0451202546,The Devil's Heiress,Jo Beverley,2001,6,7.33
0664224199,The Gospel According to The Simpsons:  The Spiritual Life of the World's Most Animated Family,Mark I. Pinsky,2001,6,7.33
0451125509,The Other Woman,Joy Fielding,1993,6,7.33
0440224047,Purple Cane Road,James Lee Burke,2001,6,7.33
0425157989,Blood Will Tell,Dana Stabenow,1997,6,7.33
0394830148,The Berenstain Bears and Too Much Vacation (First Time Books),Stan Berenstain,1989,6,7.33
0440220688,Motion to Suppress,PERRI O'SHAUGHNESSY,1996,6,7.33
0553264915,The Electric Kool-Aid Acid Test,Tom Wolfe,1983,6,7.33
068803036X,The Cider House Rules,John Irving,1985,6,7.33
0812500865,The Folk of the Fringe,Orson Scott Card,1994,6,7.33
0061007161,First Among Equals,Jeffrey Archer,1997,6,7.33
0765342510,The Santaroga Barrier,Frank Herbert,2002,6,7.33
0515131741,Lost and Found,Jayne Ann Krentz,2001,6,7.33
0451202473,Bones,Jan Burke,2001,6,7.33
0671036645,"LA Connections : Power, Obsession, Murder, Revenge (L.A. Connections)",Jackie Collins,1999,6,7.33
0399144587,Hush Money,Robert B. Parker,1999,6,7.33
0505524333,"Marry Me, Maddie (Time of Your Life)",Rita Herron,2001,6,7.33
0684852217,Close Range: Wyoming Stories,Annie Proulx,1999,6,7.33
0812589041,Ender's Game,Orson Scott Card,1999,6,7.33
0399138714,Decider,Dick Francis,1993,6,7.33
2290309923,Ceux qui vont mourir te saluent,Fred Vargas,2001,6,7.33
0679766758,Push,Sapphire,1997,6,7.33
0140621571,The Diary of a Nobody (Penguin Popular Classics),George Grossmith,1995,6,7.33
0201626705,Sleeping at the Starlite Motel: And Other Adventures on the Way Back Home,Bailey White,1995,6,7.33
0345423631,Night of the Wolf,Alice Borchardt,2000,6,7.33
0375412115,Our Lady of the Forest,DAVID GUTERSON,2003,6,7.33
0804108587,The Face of a Stranger (William Monk Novels (Paperback)),Anne Perry,1997,6,7.33
1853260312,"20,000 Leagues Under the Sea (Wordsworth Collection)",Jules Verne,1998,6,7.33
0679737383,Anywhere but Here,MONA SIMPSON,1992,6,7.33
0375405445,Founding Brothers: The Revolutionary Generation,JOSEPH J. ELLIS,2000,6,7.33
1551668769,With A Southern Touch,Diana Palmer,2002,6,7.33
8433912542,Wilt/Spanish,Tom Sharpe,1985,6,7.33
0385334389,Gates of Eden,Ethan Coen,1999,6,7.33
0375702695,Our Guys: The Glen Ridge Rape and the Secret Life of the Perfect Suburb,Bernard Lefkowitz,1998,6,7.33
2253154393,Le dÃ?Â©mon et mademoiselle Prym,P. Coelho,2003,6,7.33
0425156842,Sophie's World: A Novel About the History of Philosophy (Berkeley Signature Edition),Jostein Gaarder,1997,6,7.33
0451457528,Flesh and Silver,Stephen L. Burns,1999,6,7.33
006440031X,The First Four Years (Little House),Laura Ingalls Wilder,1953,6,7.33
037322639X,"Another Woman'S Baby (Secret Passions) (Harlequin Intrigue, No. 639)",Joanna Wayne,2001,6,7.33
0425165701,Ruthless.Com (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1998,6,7.33
0679426620,Havana Bay: A Novel,Martin Cruz Smith,1999,6,7.33
0316107107,Bloom County: Loose Tails,Berke Breathed,1983,6,7.33
0590452568,Thirteen,Tonya Pines,1991,6,7.33
0152017178,Mary Poppins (Odyssey Classics),P. L. Travers,1997,6,7.33
0553802038,Fatal,MICHAEL PALMER,2002,6,7.33
0060972459,Tracks RI,Louise Erdrich,2004,6,7.33
0553581767,Manhattan Is My Beat,JEFFERY DEAVER,2000,6,7.33
0440402832,The Door in the Wall (Yearling Newbery),Marguerite De Angeli,1990,6,7.33
0671007610,Olivia (Logan),V.C. Andrews,1999,6,7.33
0345461983,Dragon's Kin,Anne McCaffrey,2003,6,7.33
1563892618,Preacher: Gone to Texas (Vertigo),Garth Ennis,1996,6,7.33
0375803483,Count Karlstein,Philip Pullman,2000,6,7.33
0552998001,Blackberry Wine,Joanne Harris,2001,25,7.32
0671036505,The Vineyard,Barbara Delinsky,2001,19,7.32
0671443283,SEEDS OF YESTERDY (Dollanger Saga (Paperback)),V.C. Andrews,1984,19,7.32
0375411992,Blackwood Farm (The Vampire Chronicles),Anne Rice,2002,19,7.32
0743411250,The Woman Next Door,Barbara Delinsky,2002,29,7.31
0671024108,Speaking in Tongues,Jeffery Deaver,2002,16,7.31
0380002450,Awakening,Kate Chopin,1982,16,7.31
042510687X,Outbreak,Robin Cook,1991,16,7.31
0553802461,Dead Aim,IRIS JOHANSEN,2003,16,7.31
0553578308,Tough Cookie,Diane Mott Davidson,2001,16,7.31
0743411269,An Accidental Woman,Barbara Delinsky,2003,16,7.31
0385314698,The Sixteen Pleasures: A Novel,Robert Hellenga,1995,16,7.31
0515087122,The Cat Who Ate Danish Modern (Cat Who... (Paperback)),Lilian Jackson Braun,1990,16,7.31
088730866X,The Dilbert Future: Thriving on Stupidity in the 21st Century,Scott Adams,1997,13,7.31
0373790899,"By the Book (Harlequin Blaze, No 85)",Nancy Warren,2003,13,7.31
0671525751,Someone to Watch Over Me : A Novel,Judith McNaught,2003,13,7.31
0440204208,Blood Shot (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1989,13,7.31
0671864173,WAITING TO EXHALE,Terry McMillan,1993,13,7.31
0679742115,Vox: A Novel,Nicholson Baker,1995,13,7.31
0061091790,After All These Years,Susan Isaacs,1994,13,7.31
0380756250,Once a Princess,Johanna Lindsey,1991,13,7.31
0060085444,She Went All the Way (Avon Light Contemporary Romances),Meggin Cabot,2002,13,7.31
0440225817,Acts of Malice,Perri O'Shaughnessy,2000,13,7.31
0440216745,Whispers,BELVA PLAIN,1994,13,7.31
0142000205,Icy Sparks,Gwyn Hyman Rubio,2001,86,7.3
0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,47,7.3
038529929X,Hannibal,Thomas Harris,1999,33,7.3
0373218192,Engaging The Enemy,Nora Roberts,2003,30,7.3
0451161351,Cujo,Stephen King,2004,27,7.3
0425191184,Red Rabbit,Tom Clancy,2003,23,7.3
0451204530,Code to Zero,Ken Follett,2001,23,7.3
0060188731,Bel Canto,Ann Patchett,2001,20,7.3
0452284295,Cheet (Plume Books),Anna Davis,2003,20,7.3
0552999954,High Society,Ben Elton,2003,20,7.3
0060976241,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994,20,7.3
0515115630,Family Blessings,LaVyrle Spencer,1996,10,7.3
0330330373,The Sculptress,Minette Walters,1995,10,7.3
0743436679,The Bone Vault,Linda Fairstein,2003,10,7.3
0553582801,The Man Who Ate the 747,Ben Sherwood,2002,10,7.3
0375701966,The Moviegoer,Walker Percy,1998,10,7.3
0061093327,Low Country,Anne Rivers Siddons,1999,10,7.3
044023574X,After the Fire,Belva Plain,2001,10,7.3
0060184957,"Pride, Prejudice and Jasmin Field : A Novel",Melissa Nathan,2001,10,7.3
0671737791,The Bride,Julie Garwood,1991,10,7.3
0440223237,Malice,DANIELLE STEEL,1997,10,7.3
0345387007,Tangle Box,TERRY BROOKS,1995,10,7.3
0743212002,Deck the Halls,Mary Higgins Clark,2000,10,7.3
081257639X,"Faith of the Fallen (Sword of Truth, Book 6)",Terry Goodkind,2001,10,7.3
0671468200,MY SWEET AUDRINA,V.C. Andrews,1983,10,7.3
0553288342,Sleepwalk,John Saul,1997,10,7.3
0020198906,Joshua,Joseph F Girzone,1987,10,7.3
0553076256,Half Asleep in Frog Pajamas,Tom Robbins,1994,10,7.3
0449223795,The Homing,John Saul,1995,10,7.3
0385335520,The Cottage,Danielle Steel,2002,10,7.3
0373250185,Strapless (Red Dress Ink (Paperback)),Leigh Riker,2002,10,7.3
0553572512,Playing for the Ashes,ELIZABETH GEORGE,1995,10,7.3
0451452615,Bored of the Rings: A Parody of J.R.R. Tolkien's the Lord of the Rings,Harvard Lampoon Staff,1993,10,7.3
1551668084,Storm Warning,Dinah Mccall,2001,10,7.3
0440224624,The Loop,Nicholas Evans,1999,35,7.29
0671004565,We'll Meet Again,Mary Higgins Clark,2000,34,7.29
1565122968,Gap Creek: A Novel,Robert Morgan,2000,21,7.29
0451191013,The Regulators,Stephen King,2002,21,7.29
0345423615,The Silver Wolf,ALICE BORCHARDT,1999,17,7.29
0451157443,Carrie,Stephen King,1994,17,7.29
0425178102,Big Trouble,Dave Barry,2001,17,7.29
0380808072,First Lady,Susan Elizabeth Phillips,2000,14,7.29
0316789976,The Weight of Water : A Novel Tag - Author of Resistance and Strange Fits of Passion,Anita Shreve,1997,14,7.29
0061031550,Triggerfish Twist,Tim Dorsey,2003,14,7.29
8477204055,El caballero de la armadura oxidada,Robert Fisher,2000,14,7.29
0553282476,CAT'S EYE,MARGARET ATWOOD,1989,14,7.29
0553349481,Another Roadside Attraction,TOM ROBBINS,1990,14,7.29
0515122491,The Maze,Catherine Coulter,1998,14,7.29
0684848961,Chocolate For A Womans Heart : 77 Stories Of Love Kindness And Compassion To Nourish Your Soul And Sweeten Yo,Kay Allenbaugh,1998,7,7.29
0349113920,Whatever Love Means,David Baddiel,2000,7,7.29
0380794470,Dream a Little Dream,Susan Elizabeth Phillips,1998,7,7.29
0140430423,Hard Times for These Times (English Library),Charles Dickens,1985,7,7.29
0425195139,Always the Bridesmaid,Whitney Lyles,2004,7,7.29
0517706814,The Law of Love,Laura Esquivel,1996,7,7.29
067087311X,Icy Sparks,Gwynn Rubio,1998,7,7.29
059033123X,Titanic: The Long Night,Diane Hoh,1998,7,7.29
067173976X,Counterfeit Lady,Jude Deveraux,1991,7,7.29
0451197429,The Disappearance,J. F. Freedman,1999,7,7.29
0743235355,Jarhead : A Marine's Chronicle of the Gulf War and Other Battles,Anthony Swofford,2003,7,7.29
0385319002,Animal Husbandry,Laura Zigman,1998,7,7.29
0425184056,Gunpowder Green,Laura Childs,2002,7,7.29
0440237300,Three Weeks in Paris,BARBARA TAYLOR BRADFORD,2002,7,7.29
0446511528,The Heartbreaker,Carly Phillips,2003,7,7.29
3423620196,Theos Reise. Roman Ã?Â¼ber die Religionen der Welt.,Catherine Clement,2000,7,7.29
0446600466,Black Market,James Patterson,1994,7,7.29
0380814811,Home for the Holidays,Johanna Lindsey,2001,7,7.29
0816710384,The Whipping Boy,Sid Fleischman,1987,7,7.29
0671644459,Awakening,Jude Deveraux,1988,7,7.29
0618334661,"Reefer Madness: Sex, Drugs, and Cheap Labor in the American Black Market",Eric Schlosser,2003,7,7.29
0156329301,The Four Loves,C. S. Lewis,1971,7,7.29
0345370740,The Scions of Shannara (Heritage of Shannara (Paperback)),Terry Brooks,1993,7,7.29
0020360754,Heart Songs and Other Stories,Annie Proulx,1995,7,7.29
0099244926,The Street Lawyer,John Grisham,1999,7,7.29
0743211227,"The Prize Winner of Defiance, Ohio : How My Mother Raised 10 Kids on 25 Words or Less",Terry Ryan,2001,7,7.29
0425174484,"Expecting Adam: A True Story of Birth, Rebirth, and Everyday Magic",Martha Beck,2000,7,7.29
0762403004,"The World's Shortest Stories: Murder, Love, Horror, Suspense, All This and Much More in the Most Amazing Short Stories Ever Written, Each One Just 55 Words Long",Steve Moss,1998,7,7.29
0385315724,The Paperboy,Pete Dexter,1996,7,7.29
2253029491,Un sac de billes,Joseph Joffo,2003,7,7.29
0345433165,The Right Hand of Evil,John Saul,1999,7,7.29
0380814676,Mike Nelson's Movie Megacheese,Michael J. Nelson,2000,7,7.29
0932379516,Trash,Dorothy Allison,1989,7,7.29
0786887842,Rabbit-Proof Fence : The True Story of One of the Greatest Escapes of  All Time,Doris Pilkington,2002,7,7.29
0609601032,Douglas Adams's Starship Titanic,Terry Jones,1997,7,7.29
0451147960,The Modigliani Scandal,Ken Follett,1985,7,7.29
0743410653,Booked to Die (Cliff Janeway Novels (Paperback)),John Dunning,2000,7,7.29
0684846004,The Cases That Haunt Us,John Douglas,2000,7,7.29
1565075722,The Power of a Praying Wife,Stormie Omartian,1997,7,7.29
3257229364,Endstation Venedig. Commissario Brunettis zweiter Fall.,Donna Leon,1996,7,7.29
0312962452,Medusa's Child,John J. Nance,1997,7,7.29
0553580035,Battle Born,Dale Brown,2001,7,7.29
0425065553,White Plague,Frank Herbert,1983,7,7.29
0345387791,Powers That Be,Anne McCaffrey,1994,7,7.29
0425098680,Dinner at the Homesick Restaurant,Anne Tyler,1992,7,7.29
0060938412,The Accidental Virgin,Valerie Frankel,2003,7,7.29
0425132935,Pastime,Robert B. Parker,1996,7,7.29
0553579835,The Matarese Countdown,Robert Ludlum,1998,7,7.29
0399144927,The Breaker,Minette Walters,1999,7,7.29
0440204321,A Gift of Wings,Richard Bach,1989,7,7.29
3442723809,Das grobmaschige Netz.,Hakan Nesser,1999,7,7.29
0553578243,A Darker Place,Laurie R. King,1999,7,7.29
0671742647,"Chains of Command (Star Trek The Next Generation, No 21)",W.A. McCay,1992,7,7.29
0786817089,"The Arctic Incident (Artemis Fowl, Book 2)",Eoin Colfer,2003,7,7.29
0688150896,The Tenth Justice,Brad Meltzer,1997,7,7.29
0786864672,Pure Drivel,Steve Martin,1998,7,7.29
0345459407,Perdido Street Station,China Mieville,2003,7,7.29
0758201346,I Love Bad Boys,Lori Foster,2002,7,7.29
0451523660,Babbitt (Signet Classics (Paperback)),Sinclair Lewis,1996,7,7.29
0743403614,Orphans (Orphans Series),V.C. Andrews,2000,7,7.29
0553275976,The Bonfire of the Vanities,Tom Wolfe,1988,39,7.28
0671894455,FORREST GUMP (Movie Tie in),Winston Groom,1994,29,7.28
0452277337,Le Divorce (William Abrahams Book),Diane Johnson,1997,15,7.27
0140071814,The Kingdom by the Sea: A Journey Around the Coast of Great Britain,Paul Theroux,1995,15,7.27
0553348973,Still Life with Woodpecker,TOM ROBBINS,1990,15,7.27
067169071X,EVERYTHING SHE EVER WANTED,Ann Rule,1993,15,7.27
0671873202,Hidden Jewel (Landry),V.C. Andrews,1995,11,7.27
0373218419,Blithe Images,Nora Roberts,2003,11,7.27
0060562080,"Under the Duvet : Shoes, Reviews, Having the Blues, Builders, Babies, Families and Other Calamities",Marian Keyes,2004,11,7.27
0316899992,"River, Cross My Heart",Breena Clarke,1999,11,7.27
051513306X,The Shape of Snakes,Minette Walters,2002,11,7.27
042511984X,The Face of Fear,Dean R. Koontz,1996,11,7.27
0156011042,East of the Mountains (Vintage Contemporaries (Paperback)),David Guterson,2000,11,7.27
031231616X,I Capture the Castle,Dodie Smith,2003,11,7.27
0451208862,Dead Girls Don't Wear Diamonds (Blackbird Sisters Mysteries),Nancy Martin,2003,11,7.27
0671027581,Open Season,Linda Howard,2002,23,7.26
0373218400,Table For Two,Nora Roberts,2002,23,7.26
0515130966,Riptide,Catherine Coulter,2001,19,7.26
0312971125,Crazy for You,Jennifer Crusie,2000,19,7.26
0312291639,The Nanny Diaries: A Novel,Emma McLaughlin,2003,114,7.25
006101351X,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998,64,7.25
0399141464,Cause of Death,Patricia Daniels Cornwell,1996,20,7.25
0451099648,Firestarter (Signet Book),Stephen King,1981,16,7.25
0375413596,The White,Deborah Larsen,2002,12,7.25
0060511508,The Further Observations of Lady Whistledown,Julia Quinn,2003,12,7.25
0671039830,"Eye Of The Storm (Hudson, Book 3)",V.C. Andrews,2000,12,7.25
014027927X,Ralph's Party,Lisa Jewell,1999,12,7.25
0515094773,Vows,LaVyrle Spencer,1996,12,7.25
0671027123,All Through the Night (Holiday Classics),Mary Higgins Clark,1999,12,7.25
0399148701,Red Rabbit,Tom Clancy,2002,12,7.25
0425135721,McNally's Secret (Archy McNally Novels (Paperback)),Lawrence Sanders,1994,12,7.25
0061094404,Power of a Woman,Barbara Taylor Bradford,1998,8,7.25
1400042070,The Amateur Marriage: A Novel,ANNE TYLER,2004,8,7.25
1551668459,Cabin,Carla Neggers,2002,8,7.25
0440173701,Remembrance,Danielle Steel,1983,8,7.25
0553212788,The Prince,Niccolo Machiavelli,1984,8,7.25
0800718372,Flabbergasted,Ray Blackston,2003,8,7.25
051508901X,The Gamble,LaVyrle Spencer,1994,8,7.25
0375709150,Driving over Lemons: An Optimist in Spain (Vintage Departures),Chris Stewart,2001,8,7.25
0380732149,On the Occasion of My Last Afternoon,Kaye Gibbons,1999,8,7.25
0345445856,Milk Glass Moon (Ballantine Reader's Circle),ADRIANA TRIGIANI,2003,8,7.25
0312971230,Ice Station,Matthew J. Reilly,2000,8,7.25
0671737805,Gentle Warrior,Julie Garwood,1990,8,7.25
0802131786,Tropic of Cancer,Henry Miller,1987,8,7.25
0451212169,Bright Eyes (Coulter Family Series),Catherine Anderson,2004,8,7.25
0515131210,Shattered,Dick Francis,2001,8,7.25
0345326342,Garfield Rolls on (Garfield (Numbered Paperback)),Jim Davis,1988,8,7.25
3404130014,Feuerkind. Thriller.,Stephen King,2003,8,7.25
0425190447,All Tomorrow's Parties,William Gibson,2003,8,7.25
067168972X,The Duchess,Jude Deveraux,1992,8,7.25
0060392827,Confessions of an Ugly Stepsister,Gregory Maguire,1999,8,7.25
0425117383,At Risk,Alice Hoffman,1989,8,7.25
038081093X,Excavation,James Rollins,2000,8,7.25
0805054081,The Book of Illusions: A Novel,Paul Auster,2002,8,7.25
0399145702,The Cat Who Robbed a Bank (Cat Who... (Hardcover)),Lilian Jackson Braun,2000,8,7.25
0380819627,In My Wildest Dreams (Governess Brides Series),Christina Dodd,2001,8,7.25
0515133418,Summer in Eclipse Bay,Jayne Ann Krentz,2002,8,7.25
0786806532,Daughters of the Moon: Goddess of the Night - Book #1 (Daughters of the Moon),Lynne Ewing,2000,8,7.25
0373711263,No Ordinary Child,Darlene Graham,2003,8,7.25
042518403X,A Murderous Yarn (Needlecraft Mysteries),Monica Ferris,2002,8,7.25
0440123925,Exit to Eden,ANNE RAMPLING,1986,8,7.25
0553582909,Icebound,Dean R. Koontz,2000,8,7.25
0452283868,Sula,Toni Morrison,2002,8,7.25
082177462X,Kentucky Sunrise,Fern Michaels,2003,8,7.25
0553581929,Special Circumstances,SHELDON SIEGEL,2001,8,7.25
0425135020,The Empress File,John Sandford,2001,8,7.25
0440479002,The Sign of the Beaver,Elizabeth George Speare,1994,8,7.25
0451156609,The Tommyknockers,Stephen King,1994,58,7.24
0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,46,7.24
0446525537,A Walk to Remember,Nicholas Sparks,1999,29,7.24
0553210092,The Scarlet Letter,NATHANIEL HAWTHORNE,1965,25,7.24
0515102652,The Cat Who Talked to Ghosts,Lilian Jackson Braun,1996,21,7.24
0140280553,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",Dava Sobel,2000,17,7.24
0385333412,Dating Big Bird,Laura Zigman,2001,17,7.24
0452283205,Falling Angels,Tracy Chevalier,2002,47,7.23
0679441018,Memnoch the Devil : The Vampire Chronicles (Vampire Chronicles),ANNE RICE,1995,26,7.23
067101420X,"Forever... : A Novel of Good and Evil, Love and Hope",Jude Deveraux,2002,26,7.23
0345435796,The First Horseman,John Case,1999,13,7.23
0440167531,Palomino,DANIELLE STEEL,1985,13,7.23
0743477081,Forever and Always,Jude Deveraux,2003,13,7.23
0425179885,The Devil's Code,John Sandford,2004,13,7.23
0679776818,Birdsong: A Novel of Love and War,Sebastian Faulks,1997,13,7.23
0451409000,Messiah,Boris Starling,1999,13,7.23
0446364762,The Stars Shine Down,Sidney Sheldon,1993,13,7.23
0515136557,The Cat Who Brought Down the House,Lilian Jackson Braun,2004,13,7.23
0425172546,Southern Cross,Patricia Daniels Cornwell,1999,41,7.22
0553569155,Seinlanguage,Jerry Seinfeld,1995,27,7.22
0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,27,7.22
0345413873,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2000,27,7.22
034540761X,The Final Judgment,Richard North Patterson,1997,18,7.22
0452283795,Wanderlust,Chris Dyer,2003,9,7.22
1551668726,Death Qualified (Barbara Holloway Novels (Paperback)),Kate Wilhelm,2002,9,7.22
0451166884,The Want-Ad Killer,Ann Rule,1995,9,7.22
0671568841,All the Queen's Men,Linda Howard,2000,9,7.22
0345434870,Eleanor of Aquitaine: A Life (Ballantine Reader's Circle),Alison Weir,2001,9,7.22
0515120871,Finding the Dream,Nora Roberts,1997,9,7.22
0449220184,Seventh Heaven,Alice Hoffman,1991,9,7.22
0373250150,Confessions of an Ex-Girlfriend,Lynda Curnyn,2002,9,7.22
0446531316,Street Dreams,Faye Kellerman,2003,9,7.22
1885211279,There's No Toilet Paper on the Road Less Traveled: The Best of Travel Humor and Misadventure (Travelers' Tales Guides),Doug Lansky,1998,9,7.22
0553580337,"House Corrino (Dune: House Trilogy, Book 3)",Brian Herbert,2002,9,7.22
0553580078,The Years of Rice and Salt,Kim Stanley Robinson,2003,9,7.22
0449216861,Silence in Hanover Close,Anne Perry,1996,9,7.22
055314300X,Bourne Identity,Robert Ludlum,1966,9,7.22
0385605145,Bill Bryson African Diary,Bill Bryson,2002,9,7.22
0380728249,Almost Adam,Petru Popescu,1997,9,7.22
0345460359,Drowning Ruth,CHRISTINA SCHWARZ,2003,9,7.22
0515108030,Forgiving,LaVyrle Spencer,1996,9,7.22
0345375211,The Book of Lost Tales 1 (The History of Middle-Earth - Volume 1),J. R. R. Tolkien,1992,9,7.22
0440224780,The Ranch,DANIELLE STEEL,1998,9,7.22
0452281091,Chang and Eng: A Novel,Darin Strauss,2001,9,7.22
8433925180,El Antropologo Inocente,Nigel Barley,1998,9,7.22
0671003941,JOURNEY INTO DARKNESS (Lisa Drew Books (Paperback)),John E. Douglas,1997,9,7.22
0451188470,The Love Letter,Cathleen Schine,1996,9,7.22
0345443284,While I Was Gone,Sue Miller,1999,78,7.21
0399150897,Blow Fly: A Scarpetta Novel,Patricia Cornwell,2003,39,7.21
0316603287,The Lake House,James Patterson,2003,33,7.21
0515132187,The Villa,Nora Roberts,2002,33,7.21
0515133302,Hemlock Bay,Catherine Coulter,2002,19,7.21
0399145672,Big Trouble,Dave Barry,1999,19,7.21
0812971043,The Dante Club : A Novel,MATTHEW PEARL,2004,19,7.21
0684195488,Accordion Crimes,E. Annie Proulx,1996,14,7.21
0446608602,Personal Injuries,Scott Turow,2000,14,7.21
0373250282,Engaging Men (Red Dress Ink (Paperback)),Lynda Curnyn,2003,14,7.21
0679433015,Servant of the Bones,Anne Rice,1996,14,7.21
0375401601,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,1999,14,7.21
0345422392,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,2001,14,7.21
067942525X,Intensity,DEAN KOONTZ,1996,14,7.21
0553263218,The Pigman,PAUL ZINDEL,1983,14,7.21
0373250126,Milkrun,Sarah Mlynowski,2001,30,7.2
0156711427,A Passage to India,E.M. Forster,1965,15,7.2
0821772953,The Morning After,Lisa Jackson,2004,15,7.2
0440226406,Legacy of Silence,Belva Plain,1999,10,7.2
0446606243,The Tenth Justice,Brad Meltzer,1998,10,7.2
0439049962,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space,Dav Pilkey,1999,10,7.2
1551667517,Forbidden Fruit (Mira),Erica Spindler,2003,10,7.2
0812589718,Daughter of God,Lewis Perdue,2001,10,7.2
0440236665,Lone Eagle,Danielle Steel,2002,10,7.2
0380725711,"Say You Love Me (Malory, No. 5)",Johanna Lindsey,1997,10,7.2
0061031089,Running Scared,Elizabeth Lowell,2003,10,7.2
0590494465,"The Haunted Mask (Goosebumps, No 11)",R. L. Stine,1995,10,7.2
3453061187,Die Jury. Roman.,John Grisham,1992,10,7.2
0451202317,Beyond Eden,Catherine Coulter,2000,10,7.2
0670896764,A Day Late and a Dollar Short,Terry McMillan,2001,10,7.2
038072975X,Midnight Champagne : A Novel (Mysteries &amp; Horror),A. Manette Ansay,2000,10,7.2
0451209710,The Dewey Decimal System of Love,Josephine Carr,2003,10,7.2
0446674249,L.A. Confidential,James Ellroy,1997,10,7.2
3442414199,Generation X. Geschichten fÃ?Â¼r eine immer schneller werdende Kultur.,Douglas Coupland,1994,10,7.2
0553801821,The Man Who Ate the 747,Ben Sherwood,2000,10,7.2
8439709498,Vivir Para Contarla,Gabriel Garcia Marquez,2002,5,7.2
0061031429,The Vendetta Defense,Lisa Scottoline,2002,5,7.2
0449149080,When Lightning Strikes,Kristin Hannah,1994,5,7.2
0380978555,The Pursuit (Sherring Cross (Hardcover)),Johanna Lindsey,2002,5,7.2
0743444043,Double Dealer : Crime Scene Investigation,Max Allan Collins,2003,5,7.2
0671041460,Redemption (Angel),Mel Odom,2000,5,7.2
0440169127,A Pinch of Snuff,Reginald Hill,1990,5,7.2
0515136204,Shrink Rap,Robert B. Parker,2003,5,7.2
1885171277,Breasts: Our Most Public Private Parts,Meema Spadola,1998,5,7.2
0553274465,Southern Discomfort,Rita Mae Brown,1983,5,7.2
0552139246,The Greatest Show Off Earth,Robert Rankin,1995,5,7.2
067972754X,Dictionary of the Khazars (F) (Vintage International),MILORAD PAVIC,1989,5,7.2
0884042820,"The Invaders Plan (Mission Earth Series, Vol 1)",L. Ron Hubbard,1990,5,7.2
0449003183,Brunswick Gardens (Charlotte &amp; Thomas Pitt Novels (Paperback)),Anne Perry,1999,5,7.2
0345353625,Her Mother's Daughter,Marilyn French,1990,5,7.2
0553256971,Dancing In the Light,Shirley MacLaine,1986,5,7.2
0440215757,Are You the One for Me?: Knowing Who's Right and Avoiding Who's Wrong,Barbara De Angelis,1993,5,7.2
0671686151,Then She Found Me,Elinor Lipman,1991,5,7.2
0380788314,Einstein's Bridge,John Cramer,1998,5,7.2
0553238000,Mistral's Daughter,Judith Krantz,1983,5,7.2
0553288733,Tehanu: The Last Book Of Earthsea (Earthsea  Tetrology #4),Ursula K. Le Guin,1991,5,7.2
0142000108,The Chelsea Girl Murders (Robin Hudson Mysteries (Paperback)),Sparkle Hayter,2001,5,7.2
0440986591,"Then Again, Maybe I Won't",Judy Blume,1976,5,7.2
0679721819,Mama Day (Vintage Contemporaries),Gloria Naylor,1989,5,7.2
0553271644,Doom of the Darksword (Darksword Trilogy),Margaret Weis,1988,5,7.2
0451408683,The Case Has Altered: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,1998,5,7.2
0151010668,Codex,Lev Grossman,2004,5,7.2
055357857X,The Dead Cat Bounce : A Home Repair is Homicide Mystery (Home Repair is Homicide Mysteries (Paperback)),SARAH GRAVES,1998,5,7.2
0345319672,The Ballad of Typhoid Mary,J.F. Federspiel,1985,5,7.2
